hotel_name,url_short,other_rating
Brunelleschi Hotel,https://www.hotels.com/ho122349/hotel-brunelleschi-milan-italy/,8.4
Good Hotel London,https://www.hotels.com/ho522619328/good-hotel-london-london-united-kingdom/,8.2
The Savoy,https://www.hotels.com/ho172847/the-savoy-london-united-kingdom/,9.6
The Bloomsbury Hotel,https://www.hotels.com/ho190752/the-bloomsbury-london-united-kingdom/,9.2
Novotel Amsterdam City,https://www.hotels.com/ho106314/novotel-amsterdam-city-amsterdam-netherlands/,8.4
Renaissance Amsterdam Hotel,https://www.hotels.com/ho115076/renaissance-amsterdam-hotel-amsterdam-netherlands/,8.2
Grand Hotel Amr th Amsterdam,https://www.hotels.com/ho128908/sofitel-legend-the-grand-amsterdam-amsterdam-netherlands/,9.4
Austria Trend Hotel Europa Wien,https://www.hotels.com/ho116372/austria-trend-hotel-europa-wien-vienna-austria/,8.6
Novotel Paris Les Halles,https://www.hotels.com/ho176705/novotel-paris-les-halles-paris-france/,9.0
Hotel Vondel Amsterdam,https://www.hotels.com/ho163081/catalonia-vondel-amsterdam-amsterdam-netherlands/,8.2
The Gore Hotel Starhotels Collezione,https://www.hotels.com/ho108803/the-gore-london-starhotels-collezione-london-united-kingdom/,8.6
Room Mate Giulia,https://www.hotels.com/ho568604/room-mate-giulia-milan-italy/,9.6
Steigenberger Hotel Herrenhof,https://www.hotels.com/ho270327/steigenberger-hotel-herrenhof-wien-vienna-austria/,9.4
Hotel V Nesplein,https://www.hotels.com/ho186637856/hotel-v-nesplein-amsterdam-netherlands/,9.2
Great St Helen Hotel,https://www.hotels.com/ho480669/best-western-premier-helena-great-northern-hotel-helena-united-states-of-america/,9.4
Bianca Maria Palace Hotel,https://www.hotels.com/ho561144/bianca-maria-palace-hotel-city-center-milan-italy/,8.8
M venpick Hotel Amsterdam City Centre,https://www.hotels.com/ho689903840/holiday-inn-express-amsterdam-city-hall-an-ihg-hotel-amsterdam-netherlands/,9.0
Ayre Hotel Rosell n,https://www.hotels.com/ho324637/ayre-hotel-rosellon-barcelona-spain/,9.0
Hotel Spa Villa Olimpica Suites,https://www.hotels.com/ho329985/hotel-spa-villa-olimpic-suites-barcelona-spain/,8.0
Andaz London Liverpool Street,https://www.hotels.com/ho775897984/bright-1-bedroom-flat-in-north-london-with-balcony-london-united-kingdom/,8.0
Capri by Fraser Barcelona,https://www.hotels.com/ho318177/capri-by-fraser-barcelona-barcelona-spain/,8.8
Ace Hotel London Shoreditch,https://www.hotels.com/ho220408/ace-hotel-london-shoreditch-london-united-kingdom/,9.2
Hotel Mozart,https://www.hotels.com/ho280090/hotel-mozart-rome-italy/,8.4
Worldhotel Cristoforo Colombo,https://www.hotels.com/ho206060/worldhotel-cristoforo-colombo-milan-italy/,8.4
Hotel Capricorno,https://www.hotels.com/ho373096/chalet-il-capricorno-sauze-d-oulx-italy/,10.0
Hotel Prinz Eugen,https://www.hotels.com/ho114168/novum-hotel-prinz-eugen-wien-vienna-austria/,8.4
Olivia Balmes Hotel,https://www.hotels.com/ho437081/olivia-balmes-hotel-barcelona-spain/,9.6
Sall s Hotel Pere IV,https://www.hotels.com/ho229117/salles-hotel-pere-iv-barcelona-spain/,8.2
Le Meridien Vienna,https://www.hotels.com/ho215579/le-meridien-wien-vienna-austria/,8.8
Golden Tulip Amsterdam Riverside,https://www.hotels.com/ho550922/gr8-hotel-amsterdam-riverside-amsterdam-netherlands/,8.0
Starhotels Business Palace,https://www.hotels.com/ho124313/starhotels-business-palace-milan-italy/,8.2
Novotel London Greenwich,https://www.hotels.com/ho226467/novotel-london-greenwich-london-united-kingdom/,8.2
Park International Hotel,https://www.hotels.com/ho129514/park-international-hotel-london-united-kingdom/,8.0
Melia Vienna,https://www.hotels.com/ho441834/melia-vienna-vienna-austria/,8.6
Flemings Mayfair,https://www.hotels.com/ho116002/flemings-mayfair-london-united-kingdom/,8.6
LaGare Hotel Milano Centrale MGallery by Sofitel,https://www.hotels.com/ho465263/hyatt-centric-milan-centrale-milan-italy/,8.8
Novotel Paris Centre Tour Eiffel,https://www.hotels.com/ho116982/novotel-paris-centre-tour-eiffel-paris-france/,7.6
Rydges Kensington Hotel,https://www.hotels.com/ho123845/melia-london-kensington-a-melia-collection-hotel-london-united-kingdom/,9.0
Hotel Pulitzer,https://www.hotels.com/ho221291/hotel-pulitzer-barcelona-barcelona-spain/,9.0
The Nadler Kensington,https://www.hotels.com/ho115531/the-resident-kensington-london-united-kingdom/,9.2
The Nadler Soho,https://www.hotels.com/ho465894/the-resident-soho-london-united-kingdom/,9.2
Staybridge Suites London Stratford,https://www.hotels.com/ho264975/staybridge-suites-london-an-ihg-hotel-london-and-vicinity-canada/,8.6
Starhotels Anderson,https://www.hotels.com/ho133869/starhotels-anderson-milan-italy/,8.8
H10 Urquinaona Plaza,https://www.hotels.com/ho433511/h10-urquinaona-plaza-barcelona-spain/,9.2
Catalonia Catedral,https://www.hotels.com/ho332369/catalonia-catedral-hotel-barcelona-spain/,9.4
NH Amsterdam Schiller,https://www.hotels.com/ho124212/nh-amsterdam-schiller-amsterdam-netherlands/,8.6
H10 London Waterloo,https://www.hotels.com/ho337606/h10-london-waterloo-london-united-kingdom/,8.6
Holiday Inn London Oxford Circus,https://www.hotels.com/ho114203/holiday-inn-london-oxford-circus-london-united-kingdom/,7.4
Hilton London Green Park,https://www.hotels.com/ho191355/leonardo-royal-london-city-tower-hill-london-united-kingdom/,8.2
Occidental Atenea Mar Adults Only,https://www.hotels.com/ho217253/occidental-atenea-mar-adults-only-barcelona-spain/,8.4
The Chesterfield Mayfair,https://www.hotels.com/ho1072832/the-chesterfield-mayfair-london-united-kingdom/,9.4
Amadi Panorama Hotel,https://www.hotels.com/ho485368/amadi-panorama-hotel-durgerdam-netherlands/,8.4
London Marriott Hotel Marble Arch,https://www.hotels.com/ho107642/london-marriott-hotel-marble-arch-london-united-kingdom/,8.4
Grand Ferdinand Vienna Your Hotel In The City Center,https://www.hotels.com/ho543528/grand-ferdinand-vienna-your-hotel-in-the-city-center-vienna-austria/,8.6
Ozo Hotel,https://www.hotels.com/ho495906/ozo-hotels-arena-amsterdam-amsterdam-netherlands/,7.6
ME London by Melia,https://www.hotels.com/ho123845/melia-london-kensington-a-melia-collection-hotel-london-united-kingdom/,9.0
Hilton London Euston,https://www.hotels.com/ho124023/hilton-london-euston-london-united-kingdom/,7.6
Idea Hotel Milano San Siro,https://www.hotels.com/ho272225/idea-hotel-milano-san-siro-milan-italy/,6.6
Thistle Trafalgar Square The Royal Trafalgar,https://www.hotels.com/ho106170/thistle-trafalgar-square-london-united-kingdom/,8.4
Goodenough Club,https://www.hotels.com/ho316161408/the-goodenough-on-mecklenburgh-square-london-united-kingdom/,8.4
My Bloomsbury,https://www.hotels.com/ho240458/my-bloomsbury-london-united-kingdom/,8.4
Hallmark Hotel London Chigwell Prince Regent,https://www.hotels.com/ho195897/london-chigwell-prince-regent-hotel-bw-signature-collection-woodford-green-united-kingdom/,7.2
Sloane Square Hotel,https://www.hotels.com/ho227528/sloane-square-hotel-london-united-kingdom/,8.4
Hotel Okura Amsterdam,https://www.hotels.com/ho175717/hotel-okura-amsterdam-amsterdam-netherlands/,9.2
88 Studios,https://www.hotels.com/ho2162317984/pan-pacific-london-london-united-kingdom/,9.8
Acta Atrium Palace,https://www.hotels.com/ho211294/acta-atrium-palace-barcelona-spain/,8.8
Hampshire Hotel The Manor Amsterdam,https://www.hotels.com/ho370329/the-manor-amsterdam-amsterdam-netherlands/,8.8
Hotel ViennArt am Museumsquartier,https://www.hotels.com/ho186970/hotel-gilbert-vienna-austria/,8.0
Majestic Hotel Spa Barcelona GL,https://www.hotels.com/ho116105/majestic-hotel-spa-barcelona-barcelona-spain/,9.2
London Marriott Maida Vale,https://www.hotels.com/ho171131/london-marriott-hotel-maida-vale-london-united-kingdom/,8.4
Uptown Palace,https://www.hotels.com/ho372783/uptown-palace-milan-italy/,8.4
Grange Strathmore Hotel,https://www.hotels.com/ho152984/strathmore-hotel-london-united-kingdom/,7.8
Mercure London Kensington Hotel,https://www.hotels.com/ho202184/mercure-london-kensington-london-united-kingdom/,7.0
Comfort Inn Suites Kings Cross St Pancras,https://www.hotels.com/ho169007/comfort-inn-kings-cross-london-united-kingdom/,6.2
Catalonia Park Putxet,https://www.hotels.com/ho285459/catalonia-park-putxet-hotel-barcelona-spain/,7.4
Hilton Garden Inn Milan North,https://www.hotels.com/ho513819/hilton-garden-inn-milan-north-milan-italy/,8.6
Austria Trend Hotel Park Royal Palace Vienna,https://www.hotels.com/ho391081/radisson-blu-park-royal-palace-vienna-vienna-austria/,8.6
Catalonia Born,https://www.hotels.com/ho292297/catalonia-born-barcelona-spain/,8.8
Apex London Wall Hotel,https://www.hotels.com/ho326855/apex-london-wall-hotel-london-united-kingdom/,9.4
Windsor Hotel Milano,https://www.hotels.com/ho189831/hotel-windsor-milano-milan-italy/,8.6
The Leonard Hotel,https://www.hotels.com/ho328987/the-leonard-hotel-london-united-kingdom/,8.0
K K Hotel Picasso,https://www.hotels.com/ho396277/k-k-hotel-picasso-el-born-barcelona-spain/,9.0
Holiday Inn London Brent Cross,https://www.hotels.com/ho169976/holiday-inn-london-brent-cross-the-hyde-united-kingdom/,8.0
Hotel 1898,https://www.hotels.com/ho233529/hotel-1898-barcelona-spain/,9.4
Dutch Design Hotel Artemis,https://www.hotels.com/ho227803/dutch-design-hotel-artemis-amsterdam-netherlands/,8.2
Mercure Hotel Amsterdam West,https://www.hotels.com/ho124818/mercure-hotel-amsterdam-west-amsterdam-netherlands/,8.0
JUFA Hotel Wien,https://www.hotels.com/ho383994/jufa-hotel-wien-city-vienna-austria/,8.4
Hotel Am Parkring,https://www.hotels.com/ho1627520/hotel-am-parkring-vienna-austria/,9.0
Grange Wellington Hotel,https://www.hotels.com/ho239948/wellington-hotel-by-blue-orchid-london-united-kingdom/,7.4
Novotel London Blackfriars,https://www.hotels.com/ho421375/novotel-london-blackfriars-london-united-kingdom/,8.8
Catalonia Eixample 1864,https://www.hotels.com/ho295573/catalonia-eixample-1864-barcelona-spain/,8.2
Le Parisis Paris Tour Eiffel,https://www.hotels.com/ho134547/le-parisis-paris-tour-eiffel-paris-france/,8.2
Hilton Vienna Danube Waterfront,https://www.hotels.com/ho109219/hilton-vienna-danube-waterfront-vienna-austria/,8.6
DoubleTree by Hilton Hotel London Marble Arch,https://www.hotels.com/ho208640/doubletree-by-hilton-london-marble-arch-london-united-kingdom/,8.0
Exe Laietana Palace,https://www.hotels.com/ho2497249504/sonder-paseo-de-gracia-barcelona-spain/,9.2
Austria Trend Hotel Astoria Wien,https://www.hotels.com/ho197537/austria-trend-hotel-astoria-vienna-austria/,8.6
IH Hotels Milano Gioia,https://www.hotels.com/ho264459/ih-hotels-milano-gioia-milan-italy/,7.4
Henley House Hotel,https://www.hotels.com/ho286160/henley-house-hotel-london-united-kingdom/,8.4
BEST WESTERN PLUS Amedia Wien,https://www.hotels.com/ho399688/best-western-plus-amedia-wien-vienna-austria/,8.4
My Chelsea,https://www.hotels.com/ho109697/sonder-chelsea-green-london-united-kingdom/,7.8
Mercure Josefshof Wien,https://www.hotels.com/ho247305/hotel-josefshof-am-rathaus-vienna-austria/,8.8
The Cavendish London,https://www.hotels.com/ho114512/the-cavendish-london-london-united-kingdom/,8.8
Grand Hotel Downtown,https://www.hotels.com/ho49349568/grand-hotel-downtown-frankfurt-germany/,7.0
The Montague On The Gardens,https://www.hotels.com/ho114340/the-montague-on-the-gardens-london-united-kingdom/,9.4
Mercure London Bridge,https://www.hotels.com/ho184441/mercure-london-bridge-london-united-kingdom/,8.6
Crowne Plaza London Ealing,https://www.hotels.com/ho180653/crowne-plaza-london-ealing-london-united-kingdom/,8.4
Mercure Paris Gare De Lyon TGV,https://www.hotels.com/ho179400/mercure-paris-gare-de-lyon-tgv-paris-france/,8.0
Warwick Paris Former Warwick Champs Elysees ,https://www.hotels.com/ho126461/warwick-paris-formerly-hotel-warwick-champs-elysees-paris-france/,8.0
Vincci Bit,https://www.hotels.com/ho401148/vincci-bit-barcelona-spain/,8.8
IntercityHotel Wien,https://www.hotels.com/ho191010/intercityhotel-wien-vienna-austria/,8.2
The Hoxton Amsterdam,https://www.hotels.com/ho124215/the-hoxton-amsterdam-amsterdam-netherlands/,9.4
Hotel Schani Wien,https://www.hotels.com/ho489108/hotel-schani-wien-vienna-austria/,9.0
The Ritz London,https://www.hotels.com/ho145127/the-ritz-london-london-united-kingdom/,9.2
Hotel Arena,https://www.hotels.com/ho200999/hotel-arena-amsterdam-netherlands/,8.4
W12 Rooms,https://www.hotels.com/ho439133/w12-rooms-london-united-kingdom/,8.6
Landmark London,https://www.hotels.com/ho141423/the-landmark-london-london-united-kingdom/,9.0
Grange City Hotel,https://www.hotels.com/ho191355/leonardo-royal-london-city-tower-hill-london-united-kingdom/,8.2
Hotel V Fizeaustraat,https://www.hotels.com/ho597864/hotel-v-fizeaustraat-amsterdam-netherlands/,9.4
Sunotel Club Central,https://www.hotels.com/ho437155/sunotel-club-central-barcelona-spain/,8.0
Silken Ramblas,https://www.hotels.com/ho131407/hotel-silken-ramblas-barcelona-spain/,8.4
Hotel Cavour,https://www.hotels.com/ho109337/hotel-cavour-milan-italy/,8.8
The Toren,https://www.hotels.com/ho366666/the-pavilions-amsterdam-the-toren-amsterdam-netherlands/,9.6
Pol Grace Hotel,https://www.hotels.com/ho113092/hilton-sydney-sydney-australia/,8.6
Bcn Urban Hotels Gran Rosellon,https://www.hotels.com/ho516054/bcn-urbaness-gran-rosellon-barcelona-spain/,8.4
Amadi Park Hotel,https://www.hotels.com/ho418710/amadi-park-hotel-amsterdam-netherlands/,8.6
Col n Hotel Barcelona,https://www.hotels.com/ho404188/gran-de-gracia-apartments-barcelona-spain/,8.4
NH Amsterdam Centre,https://www.hotels.com/ho129315/nh-amsterdam-centre-amsterdam-netherlands/,7.6
Holiday Inn Paris Gare de Lyon Bastille,https://www.hotels.com/ho266481/holiday-inn-paris-gare-de-lyon-bastille-paris-france/,8.8
The Drayton Court Hotel,https://www.hotels.com/ho400742/the-drayton-court-hotel-london-united-kingdom/,9.0
Novotel London Paddington,https://www.hotels.com/ho271907/novotel-london-paddington-london-united-kingdom/,8.4
Austria Trend Hotel Bosei Wien,https://www.hotels.com/ho454453/austria-trend-hotel-bosei-vienna-austria/,8.0
Mimi s Hotel Soho,https://www.hotels.com/ho646472/mimi-s-hotel-soho-london-united-kingdom/,8.2
Rosewood London,https://www.hotels.com/ho164989/rosewood-london-london-united-kingdom/,9.4
Arthotel ANA Boutique Six,https://www.hotels.com/ho430911/arthotel-ana-boutique-six-vienna-austria/,8.2
Amsterdam Marriott Hotel,https://www.hotels.com/ho106409/amsterdam-marriott-hotel-amsterdam-netherlands/,8.8
Hotel Atlanta,https://www.hotels.com/ho216241/hotel-atlanta-amsterdam-netherlands/,6.8
Novotel London Tower Bridge,https://www.hotels.com/ho175326/novotel-london-tower-bridge-london-united-kingdom/,8.8
Hotel Kaiserin Elisabeth,https://www.hotels.com/ho284565/hotel-kaiserin-elisabeth-vienna-austria/,9.2
Hotel 55,https://www.hotels.com/ho1233673568/hotel-55-fiftyfive-maison-d-art-collection-rome-italy/,8.2
Eurostars Cristal Palace,https://www.hotels.com/ho113190/hotel-exe-cristal-palace-barcelona-spain/,7.8
UNA Hotel Century,https://www.hotels.com/ho127237/unahotels-century-milano-milan-italy/,8.6
St Ermin s Hotel Autograph Collection,https://www.hotels.com/ho175392/st-ermins-hotel-autograph-collection-london-united-kingdom/,9.4
Hotel Saint Petersbourg Opera,https://www.hotels.com/ho121230/hotel-saint-petersbourg-opera-spa-paris-france/,8.8
The Ampersand Hotel,https://www.hotels.com/ho404551/the-ampersand-hotel-london-united-kingdom/,9.4
Gran Hotel Torre Catalunya,https://www.hotels.com/ho2678349792/gran-hotel-mas-d-en-bruno-torroja-del-priorat-spain/,9.4
St Paul s Hotel,https://www.hotels.com/ho2798381184/kasa-palo-alto-palo-alto-united-states-of-america/,8.4
Acta CITY47,https://www.hotels.com/ho123271/acta-city47-barcelona-spain/,8.4
Holiday Inn London Whitechapel,https://www.hotels.com/ho397480/holiday-inn-london-whitechapel-london-united-kingdom/,8.6
H tel Bedford,https://www.hotels.com/ho333653/river-heights-motel-crump-united-states-of-america/,8.4
Best Western Madison Hotel,https://www.hotels.com/ho115596/best-western-hotel-madison-milan-italy/,8.2
Hotel Well and Come,https://www.hotels.com/ho560794/well-and-come-boutique-hotel-barcelona-spain/,9.2
Best Western Seraphine Kensington Olympia,https://www.hotels.com/ho356743/seraphine-kensington-olympia-hotel-london-united-kingdom/,7.4
Apollofirst Boutique Hotel,https://www.hotels.com/ho328879/apollofirst-boutique-hotel-amsterdam-netherlands/,9.0
H tel Regina,https://www.hotels.com/ho1728590720/hotel-orlik-teplice-nad-metuji-czech-republic/,8.0
Eurostars Ramblas,https://www.hotels.com/ho397023/eurostars-ramblas-barcelona-spain/,8.4
Grange Clarendon Hotel,https://www.hotels.com/ho239198/grange-clarendon-london-united-kingdom/,7.8
Ohla Barcelona,https://www.hotels.com/ho365084/ohla-barcelona-barcelona-spain/,9.4
Art Hotel Navigli,https://www.hotels.com/ho135433/art-hotel-navigli-milan-italy/,8.6
Bilderberg Hotel Jan Luyken,https://www.hotels.com/ho119262/jan-luyken-hotel-amsterdam-amsterdam-netherlands/,9.0
Hotel Cafe Royal,https://www.hotels.com/ho418078/hotel-cafe-royal-london-london-united-kingdom/,9.4
Grange Rochester Hotel,https://www.hotels.com/ho153056/rochester-hotel-by-blue-orchid-london-united-kingdom/,8.0
The Trafalgar Hilton,https://www.hotels.com/ho195145/the-trafalgar-st-james-london-curio-collection-by-hilton-london-united-kingdom/,9.4
Hampton by Hilton Amsterdam Centre East,https://www.hotels.com/ho578617/hampton-by-hilton-amsterdam-centre-east-amsterdam-netherlands/,9.2
Grange Holborn Hotel,https://www.hotels.com/ho153416/nyx-hotel-london-holborn-by-leonardo-hotels-london-united-kingdom/,8.6
Hotel Casa Bonay,https://www.hotels.com/ho582593/hotel-casa-bonay-barcelona-spain/,9.0
Hotel Das Tigra,https://www.hotels.com/ho209510/das-tigra-hotel-vienna-austria/,9.2
Conrad London St James,https://www.hotels.com/ho393282/conrad-london-st-james-london-united-kingdom/,9.2
Hotel Serhs Rivoli Rambla,https://www.hotels.com/ho121795/hotel-serhs-rivoli-rambla-barcelona-spain/,8.2
Hotel Palace GL,https://www.hotels.com/ho1458415168/sonder-san-lorenzo-rome-italy/,8.8
The Levante Parliament A Design Hotel,https://www.hotels.com/ho236512/the-levante-parliament-a-design-hotel-vienna-austria/,8.6
Hotel De Hallen,https://www.hotels.com/ho448983/hotel-de-hallen-amsterdam-netherlands/,9.2
Rathbone,https://www.hotels.com/ho127065/the-rathbone-hotel-fitzrovia-london-united-kingdom/,8.6
Hotel Indigo London Kensington,https://www.hotels.com/ho421565/hotel-indigo-london-kensington-london-united-kingdom/,9.0
Acevi Villarroel,https://www.hotels.com/ho220099/acevi-villarroel-barcelona-spain/,8.0
Sofitel London St James,https://www.hotels.com/ho199888/sofitel-london-st-james-london-united-kingdom/,9.4
Exe Vienna,https://www.hotels.com/ho116096/exe-vienna-vienna-austria/,7.6
Hotel Indigo London Tower Hill,https://www.hotels.com/ho351703/hotel-indigo-london-tower-hill-london-united-kingdom/,9.2
Ramada Plaza Milano,https://www.hotels.com/ho348171/ramada-plaza-by-wyndham-milano-milan-italy/,8.4
Batty Langley s,https://www.hotels.com/ho576491/batty-langley-s-london-united-kingdom/,9.8
Vincci Maritimo,https://www.hotels.com/ho207827/vincci-maritimo-barcelona-spain/,8.6
Chiswick Rooms,https://www.hotels.com/ho379048/leonardo-royal-london-tower-bridge-london-united-kingdom/,8.2
Petit Palace Museum,https://www.hotels.com/ho207033/petit-palace-museum-barcelona-spain/,8.6
Grupotel Gran Via 678,https://www.hotels.com/ho368496/grupotel-gran-via-678-barcelona-spain/,8.6
Austria Trend Hotel Doppio Wien,https://www.hotels.com/ho406731/austria-trend-hotel-doppio-vienna-austria/,8.6
Hotel Mailberger Hof,https://www.hotels.com/ho229483/radisson-blu-style-hotel-vienna-vienna-austria/,8.8
Hotel Rathaus Wein Design,https://www.hotels.com/ho570754592/hotel-rathaus-wein-design-vienna-austria/,9.2
Hotel du Collectionneur Arc de Triomphe,https://www.hotels.com/ho218097/l-hotel-du-collectionneur-arc-de-triomphe-paris-france/,8.0
Hotel Die Port van Cleve,https://www.hotels.com/ho124624/die-port-van-cleve-hotel-amsterdam-netherlands/,8.8
Sir Albert Hotel,https://www.hotels.com/ho420896/sir-albert-hotel-amsterdam-amsterdam-netherlands/,9.0
Best Western Premier Kaiserhof Wien,https://www.hotels.com/ho209505/hotel-kaiserhof-wien-vienna-austria/,9.6
Hotel Romana Residence,https://www.hotels.com/ho233774/palazzo-porta-romana-milan-italy/,8.0
The Kensington Hotel,https://www.hotels.com/ho556574/the-kensington-hotel-bournemouth-united-kingdom/,6.4
Holiday Inn Paris Gare Montparnasse,https://www.hotels.com/ho264612/voco-paris-montparnasse-paris-france/,8.6
London Hilton on Park Lane,https://www.hotels.com/ho113142/london-hilton-on-park-lane-london-united-kingdom/,8.0
Austria Trend Hotel Rathauspark Wien,https://www.hotels.com/ho129546/hotel-rathauspark-wien-a-member-of-radisson-individuals-vienna-austria/,8.4
H tel Hor,https://www.hotels.com/ho37898688/hotel-asgardstrand-horten-norway/,8.6
Best Western PLUS Epping Forest,https://www.hotels.com/ho191355/leonardo-royal-london-city-tower-hill-london-united-kingdom/,8.2
Georgian House Hotel,https://www.hotels.com/ho286134/georgian-house-hotel-london-united-kingdom/,8.4
South Place Hotel,https://www.hotels.com/ho467283/south-place-hotel-london-united-kingdom/,9.2
Atlantis Hotel Vienna,https://www.hotels.com/ho200531/arte-hotel-wien-stadthalle-vienna-austria/,8.4
Hotel Vueling Bcn by HC,https://www.hotels.com/ho467938/hotel-catalonia-gran-via-bcn-barcelona-spain/,9.0
Grange Beauchamp Hotel,https://www.hotels.com/ho264877/grange-beauchamp-london-united-kingdom/,8.2
UNA Maison Milano,https://www.hotels.com/ho327484/maison-milano-una-esperienze-milan-italy/,9.2
IH Hotels Milano Ambasciatori,https://www.hotels.com/ho279404/ih-hotels-milano-ambasciatori-milan-italy/,7.8
H10 Marina Barcelona,https://www.hotels.com/ho219121/h10-marina-barcelona-barcelona-spain/,8.4
Caesar Hotel,https://www.hotels.com/ho121965/caesar-hotel-london-united-kingdom/,8.8
NH Collection Amsterdam Doelen,https://www.hotels.com/ho149565/nh-collection-amsterdam-doelen-amsterdam-netherlands/,9.2
Hotel mbit Barcelona,https://www.hotels.com/ho184495/hotel-exe-mitre-barcelona-spain/,8.0
La Clef Tour Eiffel,https://www.hotels.com/ho133932/la-clef-tour-eiffel-paris-by-the-crest-collection-paris-france/,8.6
NH Collection Wien Zentrum,https://www.hotels.com/ho160855/nh-collection-wien-zentrum-vienna-austria/,9.2
The Whitechapel,https://www.hotels.com/ho559024/the-whitechapel-london-united-kingdom/,8.0
H tel Westminster,https://www.hotels.com/ho231308/rodeway-inn-westminster-westminster-united-states-of-america/,6.0
Hotel JL No76,https://www.hotels.com/ho372543/hotel-jl-no76-amsterdam-netherlands/,9.0
DoubleTree by Hilton Hotel Amsterdam NDSM Wharf,https://www.hotels.com/ho449741/doubletree-by-hilton-hotel-amsterdam-ndsm-wharf-amsterdam-netherlands/,8.6
Hotel Wandl,https://www.hotels.com/ho37536000/hotel-wandl-vienna-austria/,8.6
Novotel London City South,https://www.hotels.com/ho207805/novotel-london-bridge-london-united-kingdom/,8.8
Hotel Arts Barcelona,https://www.hotels.com/ho126367/hotel-arts-barcelona-barcelona-spain/,8.8
Aparthotel Adagio Vienna City,https://www.hotels.com/ho325216/aparthotel-adagio-vienna-city-vienna-austria/,8.4
Catalonia Magdalenes,https://www.hotels.com/ho608566/catalonia-magdalenes-barcelona-spain/,9.6
Fifty Four Boutique Hotel,https://www.hotels.com/ho285808/54-queens-gate-hotel-london-united-kingdom/,9.2
Seraphine Kensington Gardens Hotel,https://www.hotels.com/ho650316/the-hux-hotel-london-united-kingdom/,8.0
Excelsior Hotel Gallia Luxury Collection Hotel,https://www.hotels.com/ho109343/excelsior-hotel-gallia-a-luxury-collection-hotel-milan-milan-italy/,9.4
Arthotel ANA Prime,https://www.hotels.com/ho422197/safestay-vienna-vienna-austria/,8.4
Hotel Kavalier,https://www.hotels.com/ho123823/hotel-schloss-eckberg-dresden-germany/,9.0
Best Western Atlantic Hotel,https://www.hotels.com/ho14763328/best-western-atlantic-hotel-chelmsford-united-kingdom/,7.8
Crowne Plaza London Kensington,https://www.hotels.com/ho107090/doubletree-by-hilton-london-kensington-london-united-kingdom/,7.8
Little Palace Hotel,https://www.hotels.com/ho123942/little-palace-hotel-paris-france/,8.2
Best Western Plus Hotel Felice Casati,https://www.hotels.com/ho185310/worldhotel-casati-18-milan-italy/,8.6
Holiday Inn Paris Notre Dame,https://www.hotels.com/ho335847/hotel-dame-des-arts-paris-france/,10.0
Hotel Casa Camper,https://www.hotels.com/ho330501/casa-camper-barcelona-barcelona-spain/,9.8
Pulitzer Amsterdam,https://www.hotels.com/ho143058/pulitzer-amsterdam-amsterdam-netherlands/,9.4
Thistle Hyde Park,https://www.hotels.com/ho224239/thistle-london-hyde-park-lancaster-gate-london-united-kingdom/,7.6
Grand Hotel Central,https://www.hotels.com/ho205185/grand-hotel-central-small-luxury-hotels-of-the-world-barcelona-spain/,9.4
Element Amsterdam,https://www.hotels.com/ho407713120/element-amsterdam-amsterdam-netherlands/,9.0
The Lodge Hotel Putney,https://www.hotels.com/ho116628/the-lodge-hotel-putney-london-united-kingdom/,8.4
Grange Langham Court Hotel,https://www.hotels.com/ho170718/langham-court-hotel-london-united-kingdom/,7.6
Hotel Xenia Autograph Collection,https://www.hotels.com/ho430984/hotel-xenia-autograph-collection-london-united-kingdom/,8.8
Villa Beaumarchais,https://www.hotels.com/ho144312/villa-beaumarchais-paris-france/,8.6
Pertschy Palais Hotel,https://www.hotels.com/ho463345/pertschy-palais-hotel-vienna-austria/,8.2
Westside Arc de Triomphe Hotel,https://www.hotels.com/ho160690/hotel-westside-arc-de-triomphe-paris-france/,8.2
Room Mate Anna,https://www.hotels.com/ho514361248/room-mate-anna-barcelona-spain/,9.2
The Guesthouse Vienna,https://www.hotels.com/ho433057/the-guesthouse-vienna-vienna-austria/,9.6
La Suite West Hyde Park,https://www.hotels.com/ho418396/la-suite-west-hyde-park-london-united-kingdom/,8.0
Maison Albar Hotel Paris Op ra Diamond,https://www.hotels.com/ho325662/maison-albar-hotels-le-diamond-paris-france/,8.8
Hilton Vienna Plaza,https://www.hotels.com/ho119166/hilton-vienna-plaza-vienna-austria/,8.8
Shaftesbury Suites London Marble Arch,https://www.hotels.com/ho465335/the-marble-arch-suites-london-united-kingdom/,6.6
The Cleveland,https://www.hotels.com/ho298076/cleveland-hotel-london-united-kingdom/,8.4
Novotel London Waterloo,https://www.hotels.com/ho143656/novotel-london-waterloo-london-united-kingdom/,8.6
The Gates Diagonal Barcelona,https://www.hotels.com/ho226018/the-hoxton-poblenou-barcelona-spain/,8.6
Holiday Inn Amsterdam,https://www.hotels.com/ho446970/holiday-inn-amsterdam-arena-towers-an-ihg-hotel-amsterdam-netherlands/,8.4
Hotel du Louvre in the Unbound Collection by Hyatt,https://www.hotels.com/ho115008/hotel-du-louvre-in-the-unbound-collection-by-hyatt-paris-france/,8.4
Hotel Moonlight,https://www.hotels.com/ho617674/hotel-moonlight-london-united-kingdom/,9.0
Hotel Am Schubertring,https://www.hotels.com/ho622443/hotel-am-schubertring-vienna-austria/,8.4
