hotel_name,scraped_info
Hotel Gran Derby Suites,"[nan, 'https://www.hotels.com/ho168945/gran-derby-suite-hotel-barcelona-spain/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673264713278&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=513&destination=Barcelona%2C+Barcelona%2C+Catalonia%2C+Spain&destType=CURRENT_LOCATION&neighborhoodId=179730&selected=181590&sort=RECOMMENDED&top_dp=70&top_cur=EUR&userIntent=&selectedRoomType=157666&selectedRatePlan=222227352&expediaPropertyId=181590']"
Hotel Verneuil Saint Germain,"[2.0, 'https://www.hotels.com/ho346026/hotel-new-vineuil-france/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673264748099&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=5001&destination=Vineuil%2C+Loir-et-Cher%2C+France&destType=CURRENT_LOCATION&selected=3575244&sort=RECOMMENDED&userIntent=&expediaPropertyId=3575244']"
Mercure Paris Notre Dame Saint Germain des Pr s,"[4.0, 'https://www.hotels.com/ho132548/mercure-paris-notre-dame-saint-germain-des-pres-paris-france/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673264794288&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2734&destination=Paris%2C+France&destType=CURRENT_LOCATION&neighborhoodId=6200422&selected=23810&sort=RECOMMENDED&top_dp=260&top_cur=EUR&userIntent=&selectedRoomType=200851006&selectedRatePlan=204309832&expediaPropertyId=23810']"
Best Western Tour Eiffel Invalides,"[nan, nan]"
Hotel Crivi s,"[nan, 'https://www.hotels.com/ho215700/schloss-basthorst-crivitz-germany/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673264863226&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=6034065&destination=Basthorst%2C+Crivitz%2C+Mecklenburg-West+Pomerania%2C+Germany&destType=CURRENT_LOCATION&selected=971953&sort=RECOMMENDED&top_dp=89&top_cur=EUR&userIntent=&selectedRoomType=200265605&selectedRatePlan=248034875&expediaPropertyId=971953']"
Milan Marriott Hotel,"[4.0, 'https://www.hotels.com/ho205266/milan-marriott-hotel-milan-italy/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673264896557&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2302&destination=Milan%2C+Lombardy%2C+Italy&destType=CURRENT_LOCATION&neighborhoodId=553248635976395022&selected=22860&sort=RECOMMENDED&top_dp=219&top_cur=EUR&userIntent=&selectedRoomType=39317&selectedRatePlan=88840&expediaPropertyId=22860']"
Best Western Plus 61 Paris Nation Hotel,"[4.0, 'https://www.hotels.com/ho183313/best-western-plus-61-paris-nation-hotel-paris-france/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673264938767&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2734&destination=Paris%2C+France&destType=CURRENT_LOCATION&neighborhoodId=800098&selected=23739&sort=RECOMMENDED&top_dp=140&top_cur=EUR&userIntent=&selectedRoomType=201264039&selectedRatePlan=206122013&expediaPropertyId=23739']"
Mercure Paris Alesia,"[4.0, 'https://www.hotels.com/ho247116/mercure-paris-alesia-paris-france/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673264985601&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2734&destination=Paris%2C+France&destType=CURRENT_LOCATION&neighborhoodId=6187890&selected=44850&sort=RECOMMENDED&userIntent=&expediaPropertyId=44850']"
Covent Garden Hotel,"[5.0, 'https://www.hotels.com/ho481100/covent-garden-hotel-firmdale-hotels-london-united-kingdom/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673265029652&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2114&destination=London%2C+England%2C+United+Kingdom&destType=CURRENT_LOCATION&neighborhoodId=6195474&selected=525494&sort=RECOMMENDED&top_dp=757&top_cur=EUR&userIntent=&selectedRoomType=200847913&selectedRatePlan=204289639&expediaPropertyId=525494']"
H tel Waldorf Trocad ro,"[nan, nan]"
Dukes Hotel,"[5.0, 'https://www.hotels.com/ho514496288/dukes-the-palm-a-royal-hideaway-hotel-dubai-united-arab-emirates/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673265085617&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=6053839&destination=Dubai%2C+Dubai%2C+United+Arab+Emirates&destType=CURRENT_LOCATION&neighborhoodId=6085142&selected=16046759&sort=RECOMMENDED&top_dp=217&top_cur=EUR&userIntent=&selectedRoomType=315886549&selectedRatePlan=384932446&expediaPropertyId=16046759']"
H tel San R gis,"[4.0, 'https://www.hotels.com/ho275776/landmar-costa-los-gigantes-santiago-del-teide-spain/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673265129955&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=6084386&destination=Puerto+de+Santiago%2C+Santiago+del+Teide%2C+Canary+Islands%2C+Spain&destType=CURRENT_LOCATION&selected=2271988&sort=RECOMMENDED&top_dp=117&top_cur=EUR&userIntent=&selectedRoomType=201724369&selectedRatePlan=262362156&expediaPropertyId=2271988']"
Molitor Paris MGallery by Sofitel,"[nan, 'https://www.hotels.com/ho454830/hotel-molitor-paris-mgallery-paris-france/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673265178971&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2734&destination=Paris%2C+France&destType=CURRENT_LOCATION&neighborhoodId=6187895&selected=8013591&sort=RECOMMENDED&top_dp=365&top_cur=EUR&userIntent=&selectedRoomType=200710099&selectedRatePlan=203523568&expediaPropertyId=8013591']"
Best Western Hotel Major,"[4.0, 'https://www.hotels.com/ho180179/best-western-hotel-major-milan-italy/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673265208943&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2302&destination=Milan%2C+Lombardy%2C+Italy&destType=CURRENT_LOCATION&neighborhoodId=6049540&selected=28310&sort=RECOMMENDED&top_dp=159&top_cur=EUR&userIntent=&selectedRoomType=201410685&selectedRatePlan=206976018&expediaPropertyId=28310']"
UNA Hotel Mediterraneo,"[4.0, 'https://www.hotels.com/ho128534/unahotels-mediterraneo-milano-milan-italy/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673265257011&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2302&destination=Milan%2C+Lombardy%2C+Italy&destType=CURRENT_LOCATION&neighborhoodId=6049540&selected=54131&sort=RECOMMENDED&top_dp=168&top_cur=EUR&userIntent=&selectedRoomType=6814&selectedRatePlan=385699824&expediaPropertyId=54131']"
Hotel Bristol,"[5.0, 'https://www.hotels.com/ho109357/hotel-bristol-berlin-berlin-germany/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673265284887&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=536&destination=Berlin%2C+Germany&destType=CURRENT_LOCATION&neighborhoodId=178859&selected=4411&sort=RECOMMENDED&top_dp=158&top_cur=EUR&userIntent=&selectedRoomType=213009816&selectedRatePlan=388721219&expediaPropertyId=4411']"
H tel Square Louvois,"[nan, nan]"
Le Marcel,"[4.0, 'https://www.hotels.com/ho428434/hotel-le-marcel-paris-gare-de-l-est-paris-france/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673265322119&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2734&destination=Paris%2C+France&destType=CURRENT_LOCATION&neighborhoodId=6200422&selected=5813590&sort=RECOMMENDED&top_dp=165&top_cur=EUR&userIntent=&selectedRoomType=200273327&selectedRatePlan=201610959&expediaPropertyId=5813590']"
AC Hotel Milano a Marriott Lifestyle Hotel,"[nan, nan]"
Hotel Les Rives de Notre Dame,"[nan, 'https://www.hotels.com/ho282321/hotel-les-rives-de-notre-dame-paris-france/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673265381972&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2734&destination=Paris%2C+France&destType=CURRENT_LOCATION&neighborhoodId=6200422&selected=809361&sort=RECOMMENDED&top_dp=279&top_cur=EUR&userIntent=&selectedRoomType=200582820&selectedRatePlan=202919584&expediaPropertyId=809361']"
First Hotel Paris Tour Eiffel,"[4.0, 'https://www.hotels.com/ho365665/first-hotel-paris-tour-eiffel-paris-france/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673265411239&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2734&destination=Paris%2C+France&destType=CURRENT_LOCATION&neighborhoodId=6187893&selected=4013102&sort=RECOMMENDED&top_dp=305&top_cur=EUR&userIntent=&selectedRoomType=200063235&selectedRatePlan=384325093&expediaPropertyId=4013102']"
HCC Regente,"[4.0, 'https://www.hotels.com/ho123850/hotel-hcc-regente-barcelona-spain/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673265441260&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=513&destination=Barcelona%2C+Barcelona%2C+Catalonia%2C+Spain&destType=CURRENT_LOCATION&neighborhoodId=6046260&selected=5174&sort=RECOMMENDED&top_dp=127&top_cur=EUR&userIntent=&selectedRoomType=7657&selectedRatePlan=1106224&expediaPropertyId=5174']"
Hotel Landhaus Fuhrgassl Huber,"[nan, nan]"
H tel Le Bellechasse Saint Germain,"[nan, nan]"
TRYP Paris Op ra,"[4.0, 'https://www.hotels.com/ho129402/hotel-paris-opera-affiliated-by-melia-paris-france/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673265521846&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2734&destination=Paris%2C+France&destType=CURRENT_LOCATION&neighborhoodId=6200422&selected=565589&sort=RECOMMENDED&top_dp=291&top_cur=EUR&userIntent=&selectedRoomType=4359&selectedRatePlan=211639152&expediaPropertyId=565589']"
Best Western Plus de Neuville Arc de Triomphe,"[nan, nan]"
Primero Primera,"[nan, 'https://www.hotels.com/ho407351/hotel-primero-primera-barcelona-spain/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673265586410&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=513&destination=Barcelona%2C+Barcelona%2C+Catalonia%2C+Spain&destType=CURRENT_LOCATION&neighborhoodId=6052657&selected=5083318&sort=RECOMMENDED&top_dp=232&top_cur=EUR&userIntent=&selectedRoomType=314422933&selectedRatePlan=383433524&expediaPropertyId=5083318']"
Hotel Portello Gruppo Minihotel,"[nan, nan]"
Hotel Spa La Belle Juliette,"[4.0, 'https://www.hotels.com/ho282362/hotel-spa-la-belle-juliette-paris-france/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673265630104&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2734&destination=Paris%2C+France&destType=CURRENT_LOCATION&neighborhoodId=6200422&selected=981059&sort=RECOMMENDED&top_dp=273&top_cur=EUR&userIntent=&selectedRoomType=200524126&selectedRatePlan=205417092&expediaPropertyId=981059']"
Hotel Lumen Paris Louvre,"[4.0, 'https://www.hotels.com/ho257619/hotel-lumen-paris-louvre-paris-france/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673265658232&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2734&destination=Paris%2C+France&destType=CURRENT_LOCATION&neighborhoodId=6200422&selected=1682992&sort=RECOMMENDED&top_dp=312&top_cur=EUR&userIntent=&selectedRoomType=210307844&selectedRatePlan=385660834&expediaPropertyId=1682992']"
Style Hotel,"[3.5, 'https://www.hotels.com/ho2151464864/sonder-park-house-amsterdam-netherlands/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673265692159&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=6022638&destination=Amsterdam+Central+Station%2C+Amsterdam%2C+North+Holland%2C+Netherlands&destType=MARKET&neighborhoodId=6052213&trackingData=AAAAAQAAAAEAAAAQJ8xN_5MB2_pu_AHdVX3CAmf92e1Cgbm9OqR4k9ThijCi9IyfoVQ0Bi15cxqsBzUxnHoxB0_hIlsZyXBHbna6hOOFe5ED1BSVj_Iac_RnUStZuG26HC4EXbI4RMtNgkhwP9wmmKTbd3VqmL6WwEvuOFiSGHYy6hWDwmL-wDT5RqWcOkCtWqh7mFRZ2GOJ1XK5HtSb6Zp16AqZKAKojKFn583gIhRFSpFtPy9vP28bPs1y2twQtndALdS3JSSPds2aWnOfUXQVQctJyFKekJEdxWlvqJOfaVg1BscxiblHACK_XedfJ0TKlGm5ZnDf5SuG_Hv1lWgn-xuWOZF0wwvIJ1O-dG8UVeM27vfRwAw90gKou0r0e7HCqeC2ccXyNlvjiVbCSaaV8HHnha7TFxKf61vrjdwos9X2iL0IgSzyLUpDY48lpwgea-tigAWGiuTWWmvcrw8joYtr5LVChWJ-1RBx1lZDTwK60b2lDkfZ5wd4_p4CqmAeu8t964n6pvjBESshyj-VyZMpbikde3gRWRQcZJ89bCnaN19b-5QmrSP6pfQNM4dbzueyvIlt6W2g0-4hTwt8S4TjFJ3KO2Ey71ODxU_YAfDYbmmcMs48rM2WNuLz4SJ1Q6bzB3EebOpASs1lB1KpXoI_sIt3fA2lcUNY_Ur6ylQe4vHpjT9_AkH61-Q1dYiWO3rlcf5bRr1KwvieQuJIRFw2nCGVdKdS5isoZnhDxh1DUx3Gv-7c8JKjR9Mv25bGuH1cgIewhBgcI_r6F5X6EXO7_fm1Obeiruf9VlvxE4BOhkcWW_qw5UWtmSpkf5al-kaVuGS-0TEKA5KaYGQ8kwD7vlf-cR-0IXAcMT5ckm4yfCjX1p4moFPDB3N7s5c5lpUtabeEcWMwWNi5j2N-mTmefmGMCm7SL772IqzlQoJ3eKH3eGikBlmLLeX8BG3dYAlAXteouNwfIerXE0eNe8L2rr3G4Wlap34IehSBr2RcgxPLHCTf60tTsB1pJ8-ma9IFE_ImVtBDBufjrUOoytHoK_xva-0mnoy6pgOiK3D7BCpYsX4Wta3zuAAIDMYJ27WH-H6fGnKDGLdnC7h7JxU1nlmn2cNzgG9xIwpi27sbtEiMk7zfnIZ5LSPVIDW-vVb2_S8TxEa19z43xrx7-kV6GRdl9HdNxkrhtIFwnjnkFs6Xd_2C-VyF-rxdGpVaWXKu6qyfW3HNWvbPMFDQbMiivacuEbpKVAjYtirhYYk2KeP0DyJDlTOtjwvfXad0JdF6uNUKA3v9nP4kYc_ge0KIM1zyXxxLSmAiSgFBaynw1kmn3J_BPD_ftleDRZMLK1hRlZ_6SDT5Z9Pk5Hgj7Tqc46mvIJNsbSD7YXGHtYGxjsJNyeJpG2MAucb1afaFH08dElAm9UHS4od-hZCHKaVgk3XE1sW1DF7yz__yxok7g4skYvjpB4WgsCRbQMFtQxUtKPDcCocsGU3hYHBm7YDeYJXikU0D_bRVjIwfYYLtvYbrWAmISGXAEzIk6zKh5e3hIiG5fYaylSYW52A1w7kpL_7AY6kB478qHLAz46ybAFhvFHvnf8tUuj5vQM5IDjp-pAnyITMfVnoWWmEFHT0F4Gl1HxbtFTii5pT4irpS-uif2MK0ErWWk0r-N2u-B1X6wVmHDQ1ZKtn35KOD-k0RghYztAuaG9qBFJMGF4un_evv1b7AqTUSYuNYCko_4JtaTW39v1iQtraptU3GYoOZnOJk9RABZkGm4AvnE8vad0gsDU2xNWCCGChMqvTvlnKSdRJT-_zgpFFYdi64xWu44HMEqBOlkVftHwItxs3BxYV5hJigwNZtO7XDoYWfItT8rx6sivaFHnxWbej_xBf5o3R0kfe90fg-5Mqox45WOzzArQFk9cavO8YBr8M_ZmrLkNXyGc3Rcfj2lpqzIstoG21RVrw23spYTWezWV9S66cLg1AHnm_e6jVreYhFtbT6Z9hRPzq8nNMP7hZMDg1AjteeixEe940flFRzk1Urimnovj6sJbiwzc6oimMhLgo-NpIhwsv9ll14blhsVoQFf4jYyKapWKFCbHkKrOD3bQ4B1WKkwoy2iY_b8abogL4Ve-6rNI-hR2ja1cgteczcqwaiQ3odBWpuo23qdvGBBz7rMPwxQ1M_M8dgivqOt0icWKkR7_TMM0oouWUK7JoQ_Idi6pDKRfIZRlVDgQonBG3tfWiGf0ZAEv_HOGY7QSsNb24R2KDQixkHYTL4nP0wurRlFX50cmAEeBq6R1dCYyJgXHtdKImYSWFWdgL8auvZgUQf3pIInMZW2aia52Ng2JcXi-aUv8OS2vRNjEE8Nym-phEbgyRDCmBvsqPZwWjPGvgfzzhE30kp6LW2RLm4YlHzrDXVwxLKYQBgZKh_QsWzedgQ1rhTmLFH9PKxC6uUdbTEzSKvFTuPfZNlbWAs9xAW3dFoV7wRtKum15BSiep3Moq6gErLU0I412q4RV-g-nyy_NO2sEl2YqR2HOLfilD-yahWTC7ISMmTCmcodmx5Dk1tBwK_7tvNn0GeAdCX_QvTi86YCQby3FJDunpedsUDbTGF85pH56bkqA0FVHuvN8TTLZI%3D&rank=1&testVersionOverride=Buttercup%2C45803.0.0%2C44204.0.0%2C44203.0.0%2C43549.129874.2%2C43550.0.0%2C31936.102311.0%2C33775.98848.1%2C38414.114301.0%2C39483.0.0%2C38427.115718.4%2C42444.0.0%2C42589.0.0%2C42876.124673.0%2C42973.0.0%2C42974.0.0%2C42975.0.0%2C42976.0.0%2C42802.125960.1%2C33739.99567.0%2C37898.109354.0%2C37930.0.0%2C37949.0.0%2C37354.0.0%2C43435.128144.0%2C44700.133914.0%2C44704.134887.1&slots=&position=1&beaconIssued=&sort=RECOMMENDED&top_dp=147&top_cur=EUR&userIntent=&selectedRoomType=314162647&selectedRatePlan=387859158&expediaPropertyId=67202027']"
Hotel Eden,"[5.0, 'https://www.hotels.com/ho109293/hotel-eden-dorchester-collection-rome-italy/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673265734829&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=3023&destination=Rome%2C+Lazio%2C+Italy&destType=CURRENT_LOCATION&neighborhoodId=553248633938945217&selected=16311&sort=RECOMMENDED&top_dp=1235&top_cur=EUR&userIntent=&selectedRoomType=200730571&selectedRatePlan=203628667&expediaPropertyId=16311']"
Hotel Boltzmann,"[4.0, 'https://www.hotels.com/ho284553/hotel-boltzmann-vienna-austria/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673265764155&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=3704&destination=Vienna%2C+Austria&destType=CURRENT_LOCATION&neighborhoodId=6051485&selected=6766&sort=RECOMMENDED&top_dp=64&top_cur=EUR&userIntent=&selectedRoomType=201184672&selectedRatePlan=205694634&expediaPropertyId=6766']"
Mercure Paris Tour Eiffel Pont Mirabeau,"[4.0, 'https://www.hotels.com/ho184776/hotel-mercure-paris-tour-eiffel-pont-mirabeau-paris-france/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673265892627&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2734&destination=Paris%2C+France&destType=CURRENT_LOCATION&neighborhoodId=6187893&selected=13700&sort=RECOMMENDED&top_dp=194&top_cur=EUR&userIntent=&selectedRoomType=200049500&selectedRatePlan=200291239&expediaPropertyId=13700']"
H tel Les Dames du Panth on,"[nan, nan]"
Petit Palais Hotel De Charme,"[nan, 'https://www.hotels.com/ho260033/petit-palais-hotel-de-charme-milan-italy/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673265960008&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2302&destination=Milan%2C+Lombardy%2C+Italy&destType=CURRENT_LOCATION&neighborhoodId=6049534&selected=1778085&sort=RECOMMENDED&userIntent=&expediaPropertyId=1778085']"
TownHouse Duomo,"[nan, 'https://www.hotels.com/ho498944/townhouse-duomo-milan-italy/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673265988711&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2302&destination=Milan%2C+Lombardy%2C+Italy&destType=CURRENT_LOCATION&neighborhoodId=6049534&selected=10209976&sort=RECOMMENDED&userIntent=&expediaPropertyId=10209976']"
UNA Hotel Scandinavia,"[4.0, 'https://www.hotels.com/ho124074/unahotels-scandinavia-milano-milan-italy/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673266013394&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2302&destination=Milan%2C+Lombardy%2C+Italy&destType=CURRENT_LOCATION&neighborhoodId=553248635976394710&selected=54124&sort=RECOMMENDED&top_dp=125&top_cur=EUR&userIntent=&selectedRoomType=316400830&selectedRatePlan=385980297&expediaPropertyId=54124']"
Le Dokhan s a Tribute Portfolio Hotel,"[nan, nan]"
Palazzo Segreti,"[4.0, 'https://www.hotels.com/ho382996/palazzo-segreti-milan-italy/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673266071005&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2302&destination=Milan%2C+Lombardy%2C+Italy&destType=CURRENT_LOCATION&neighborhoodId=6049534&selected=4459840&sort=RECOMMENDED&top_dp=226&top_cur=EUR&userIntent=&selectedRoomType=200530058&selectedRatePlan=246187999&expediaPropertyId=4459840']"
Hyatt Regency Amsterdam,"[nan, 'https://www.hotels.com/ho678976/hyatt-regency-amsterdam-amsterdam-netherlands/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673266114491&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=378&destination=Amsterdam%2C+North+Holland%2C+Netherlands&destType=CURRENT_LOCATION&neighborhoodId=6200211&selected=17809421&sort=RECOMMENDED&top_dp=231&top_cur=EUR&userIntent=&selectedRoomType=201899444&selectedRatePlan=282186308&expediaPropertyId=17809421']"
Arthotel ANA Westbahn,"[3.0, 'https://www.hotels.com/ho225062/hotel-westbahn-vienna-austria/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673266143224&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=3704&destination=Vienna%2C+Austria&destType=CURRENT_LOCATION&neighborhoodId=178110&selected=1141749&sort=RECOMMENDED&top_dp=69&top_cur=EUR&userIntent=&selectedRoomType=129609&selectedRatePlan=203213612&expediaPropertyId=1141749']"
Hotel Pierre Milano,"[nan, 'https://www.hotels.com/ho177355/hotel-pierre-milano-milan-italy/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673266184395&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2302&destination=Milan%2C+Lombardy%2C+Italy&destType=CURRENT_LOCATION&neighborhoodId=6049534&selected=1243632&sort=RECOMMENDED&top_dp=197&top_cur=EUR&userIntent=&selectedRoomType=80412&selectedRatePlan=205149064&expediaPropertyId=1243632']"
Plaza Tour Eiffel,"[4.0, 'https://www.hotels.com/ho259972/plaza-tour-eiffel-hotel-paris-france/?chkin=2023-01-23&chkout=2023-01-24&x_pwa=1&rfrr=HSR&pwa_ts=1673266214226&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2734&destination=Paris%2C+France&destType=CURRENT_LOCATION&neighborhoodId=6187895&selected=25532&sort=RECOMMENDED&top_dp=231&top_cur=EUR&userIntent=&selectedRoomType=314270914&selectedRatePlan=382819507&expediaPropertyId=25532']"
Amsterdam Canal Residence,"[nan, nan]"
H tel F licien by Elegancia,"[nan, nan]"
